City,Country,Code,International code
Helsinki,Finland,HEL,EFHK
Helsinki,Finland,\N,EFHE
Hemavan,Sweden,HMV,ESUT
Henderson,United States,HSH,KHND
Hendrik Verwoerddam,South Africa,\N,FAHV
Hengchun,Taiwan,HCN,RCKW
Hengyang,China,HNY,ZGHY
Heraklion,Greece,HER,LGIR
Herat,Afghanistan,HEA,OAHR
Heringsdorf,Germany,HDF,EDAH
Hermannsburg,Australia,HMG,YHMB
Hermosillo,Mexico,HMO,MMHO
Herning,Denmark,\N,EKHG
Hervey Bay,Australia,HVB,YHBA
Hewandorra,Saint Lucia,UVF,TLPL
Hibbing,United States,HIB,KHIB
Hickory,United States,HKY,KHKY
Hierro,Spain,VDE,GCHI
High Level,Canada,YOJ,CYOJ
Higleig,South Sudan,HGI,HSFA
Higuerote,Venezuela,HGE,SVHG
Hikueru,French Polynesia,HHZ,NTGH
Hildesheim,Germany,\N,EDVM
Hillsboro,United States,\N,KINJ
Hillsboro,United States,HIO,KHIO
Hilo,United States,ITO,PHTO
Hilton Head Island,United States,HHH,KHXD
Hilversum,Netherlands,\N,EHHV
Hinton,Canada,YJP,CEC4
Hirakud,India,\N,VEHK
Hiroshima,Japan,HIJ,RJOA
Hiroshima,Japan,HIW,RJBH
Hissar,India,HSS,VIHR
Hiva-oa,French Polynesia,AUQ,NTMN
Ho Chi Minh City,Vietnam,SGN,VVTS
Hobart,Australia,HBA,YMHB
Hobart,United States,HBR,KHBR
Hobbs,United States,HOB,KHOB
Hodeidah,Yemen,HOD,OYHD
Hodenhagen,Germany,\N,EDVH
Hoedspruit,South Africa,HDS,FAHS
Hoexter Holzminden,Germany,\N,EDVI
Hof,Germany,HOQ,EDQM
Hofn,Iceland,HFN,BIHN
Hofu,Japan,\N,RJOF
Hohenems,Austria,HOH,LOIH
Hohenfels,Germany,\N,ETIH
Hohhot,China,HET,ZBHH
Hohn,Germany,\N,ETNH
Hokitika,New Zealand,HKK,NZHK
Hola,Kenya,HOA,HKHO
Holdredge,United States,HDE,KHDE
Holguin,Cuba,HOG,MUHG
Holingol,China,HUO,ZBHZ
Holland,United States,\N,KBIV
Holland Landing,Canada,\N,CLA4
Hollister,United States,HLI,KCVH
Hollywood,United States,HWO,KHWO
Holman Island,Canada,YHI,CYHI
Holy Cross,United States,HCR,PAHC
Holzdorf,Germany,\N,ETSH
Homa Bay,Kenya,\N,HKHB
Homer,United States,HOM,PAHO
Homestead,United States,HST,KHST
Hommalin,Burma,HOX,VYHL
Hon,Libya,HUQ,HLON
Hondo,United States,\N,KHDO
Hong Kong,Hong Kong,HKG,VHHH
Hong Kong,Hong Kong,HHP,VHST
Honiara,Solomon Islands,HIR,AGGH
Honington,United Kingdom,BEQ,EGXH
Honningsvag,Norway,HVG,ENHV
Honolulu,United States,HNL,PHNL
Honuu,Russia,MQJ,UEMA
Hoogeveen,Netherlands,\N,EHHO
Hooker Creek,Australia,HOK,YHOO
Hoonah,United States,HNH,PAOH
Hooper Bay,United States,HPB,PAHP
Hope,Canada,YHE,CYHE
Hopedale,Canada,YHO,CYHO
Hopkinsville,United States,HOP,KHOP
Hopsten,Germany,\N,ETNP
Hoquiam,United States,HQM,KHQM
Horn Island,Australia,HID,YHID
Hornepayne,Canada,YHN,CYHN
Horovice,Czech Republic,\N,LKHV
Horsham,Australia,HSM,YHSM
Horta,Portugal,HOR,LPHR
Hoskins,Papua New Guinea,HKN,AYHK
Hot Springs,United States,HOT,KHOT
Hotan,China,HTN,ZWTN
Hotel Four,Jordan,\N,OJHF
Houghton Lake,United States,HTL,KHTL
Houlton,United States,HUL,KHUL
Houston,United States,IAH,KIAH
Houston,United States,HOU,KHOU
Houston,United States,EFD,KEFD
Houston,United States,DWH,KDWH
Houston,United States,IWS,KIWS
Houston,United States,AAP,KAAP
Howard,Panama,BLB,MPHO
Hpa-an,Burma,PAA,VYPA
Hradec Kralove,Czech Republic,\N,LKHK
Hrodna,Belarus,GNA,UMMG
Hsinchu,Taiwan,HSZ,RCPO
Huahine Island,French Polynesia,HUH,NTTH
Huai An,China,HIA,ZSSH
Hualien,Taiwan,HUN,RCYU
Huambo,Angola,NOV,FNHU
Huancabamba,Peru,\N,SPAB
Huangshan,China,TXN,ZSTX
Huangshan,China,\N,HSRN
Huangyan,China,HYN,ZSLQ
Huánuco,Peru,HUU,SPNC
Huatulco,Mexico,HUX,MMBT
Huay Xai,Laos,HOE,VLHS
Hubli,India,HBX,VAHB
Hudiksvall,Sweden,HUV,ESNH
Hudson Bay,Canada,YHB,CYHB
Hue,Vietnam,HUI,VVPB
Huesca,Spain,HSK,LEHC
Huettenbusch,Germany,\N,EDXU
Hughenden,Australia,HGD,YHUG
Hughes,United States,HUS,PAHU
Huizhou,China,HUZ,ZGHZ
Hultsfred,Sweden,HLF,ESSF
Humaita,Brazil,HUW,SWHT
Humberside,United Kingdom,HUY,EGNJ
Humera,Ethiopia,HUE,HAHU
Hunter Aaf,United States,SVN,KSVN
Huntington,United States,HTS,KHTS
Huntsville,United States,HSV,KHSV
Huntsville,United States,\N,KMDQ
Huntsville,United States,HTV,KUTS
Hurghada,Egypt,HRG,HEGN
Huron,United States,HON,KHON
Husavik,Iceland,HZK,BIHU
Huslia,United States,HSL,PAHL
Hutchinson,United States,HUT,KHUT
Hwange,Zimbabwe,WKI,FVWT
Hwange National Park,Zimbabwe,HWN,FVWN
Hydaburg,United States,HYG,PAHY
Hyderabad,India,BPM,VOHY
Hyderabad,Pakistan,HDD,OPKD
Hyderabad,India,HYD,VOHS
Hyeres,France,TLN,LFTH
Hyvinkaa,Finland,HYV,EFHV
Iasi,Romania,IAS,LRIA
Iauarete,Brazil,\N,SBYA
Ibadan,Nigeria,IBA,DNIB
Ibague,Colombia,IBE,SKIB
Ibaraki,Japan,IBR,RJAH
Ibarra,Ecuador,\N,SEIB
Iberia,Peru,IBP,SPBR
Ibiza,Spain,IBZ,LEIB
Idaho Falls,United States,IDA,KIDA
Ie,Japan,IEJ,RORE
Iejima,Japan,\N,RODE
Ifrane,Morocco,\N,GMFI
Ifuru,Maldives,IFU,VREI
Igarka,Russia,IAA,UOII
Igdir,Turkey,IGD,LTCT
Igiugig,United States,IGG,PAIG
Igloolik,Canada,YGT,CYGT
Ignace,Canada,ZUC,CZUC
Iguatu,Brazil,QIG,SNIG
Iguazu Falls,Argentina,IGR,SARI
Ihtiman,Bulgaria,\N,LBHT
Ikamiut,Greenland,QJI,BGIT
Ikaria,Greece,JIK,LGIK
Ikela,Congo (Kinshasa),IKL,FZGV
Ikerasaarsuk,Greenland,QRY,BGIK
Ikerasak,Greenland,\N,BGIA
Iki,Japan,IKI,RJDB
Ilam,Iran,IIL,OICI
Île des Pins,New Caledonia,ILP,NWWE
Île d'Yeu,France,IDY,LFEY
Ilebo,Congo (Kinshasa),PFR,FZVS
Iles De La Madeleine,Canada,YGR,CYGR
Ilford,Canada,ILF,CZBD
Ilheus,Brazil,IOS,SBIL
Iliamna,United States,ILI,PAIL
Ilimanaq,Greenland,XIQ,BGIL
Illaga,Indonesia,ILA,WABL
Illizi,Algeria,VVZ,DAAP
Illorsuit,Greenland,\N,BGLL
Ilo,Peru,ILQ,SPLO
Iloilo,Philippines,ILO,RPVI
Ilorin,Nigeria,ILR,DNIL
Ilulissat,Greenland,JAV,BGJN
Imbaimadai,Guyana,IMB,SYIB
Immokalee ,United States,IMM,KIMM
Immola,Finland,\N,EFIM
Imo,Nigeria,QOW,DNIM
Imperatriz,Brazil,IMP,SBIZ
Imperial,United States,IPL,KIPL
Impfondo,Congo (Brazzaville),ION,FCOI
Imphal,India,IMF,VEIM
In Salah,Algeria,INZ,DAUI
Independence,United States,IDP,KIDP
Indian Mountains,United States,UTO,PAIM
Indian Springs,United States,INS,KINS
Indianapolis,United States,IND,KIND
Indianapolis,United States,\N,KUMP
Indore,India,IDR,VAID
Indreabhan,Ireland,NNR,EICA
Ingeniero Jacobacci,Argentina,IGB,SAVJ
Ingolstadt,Germany,IGS,ETSI
Inhaca,Mozambique,IHC,FQIA
Inhambane,Mozambique,INH,FQIN
Inis Mor,Ireland,IOR,EIIM
Inisheer,Ireland,INQ,EIIR
Inishmaan,Ireland,IIA,EIMN
Innaarsuit,Greenland,\N,BGIN
Innisfail,Australia,IFL,YIFL
Innsbruck,Austria,INN,LOWI
Inongo,Congo (Kinshasa),INO,FZBA
Inowroclaw,Poland,\N,EPIR
Inta,Russia,INA,UUYI
Interlaken,Switzerland,ZIN,LSMI
International Falls,United States,INL,KINL
Inukjuak,Canada,YPH,CYPH
Inuvik,Canada,YEV,CYEV
Invercargill,New Zealand,IVC,NZNV
Inverell,Australia,IVR,YIVL
Inverness,United Kingdom,INV,EGPE
Inyokern,United States,IYK,KIYK
Ioannina,Greece,IOA,LGIO
Iowa City,United States,IOW,KIOW
Ipatinga,Brazil,IPN,SBIP
Ipiales,Colombia,IPI,SKIP
Ipoh,Malaysia,IPH,WMKI
Ipota,Vanuatu,IPA,NVVI
Iqaluit,Canada,YFB,CYFB
Iquique,Chile,IQQ,SCDA
Iquitos,Peru,IQT,SPQT
Iraan,United States,IRB,K2F0
Iran Shahr,Iran,IHR,OIZI
Iringa,Tanzania,IRI,HTIR
Irkutsk,Russia,IKT,UIII
Irkutsk,Russia,\N,UIIR
Iron Mountain,United States,IMT,KIMT
Iruma,Japan,\N,RJTJ
Isabela,Ecuador,IBB,SEII
Isafjordur,Iceland,IFJ,BIIS
Ishigaki,Japan,ISG,ROIG
Ishurdi,Bangladesh,IRD,VGIS
Isiolo,Kenya,\N,HKIS
Isiro,Congo (Kinshasa),IRP,FZJH
Iskenderun,Turkey,\N,LTAK
Isla De Coche,Venezuela,ICC,SVIE
Isla Mujeres,Mexico,ISJ,MMIM
Isla Rey Jorge,Antarctica,TNM,SCRM
Isla San Felix,Chile,\N,SCFX
Islamabad,Pakistan,\N,OPRN
Islamabad,Pakistan,ISB,OPIS
Island Lake,Canada,YIV,CYIV
Islay,United Kingdom,ILY,EGPI
Isle Of Man,Isle of Man,IOM,EGNS
Isle Of Wight,United Kingdom,\N,EGHN
Islip,United States,ISP,KISP
Isortoq,Greenland,\N,BGIS
Isparta,Turkey,\N,LTBM
Isparta,Turkey,ISE,LTFC
Istanbul,Turkey,ISL,LTBA
Istanbul,Turkey,\N,LTBX
Istanbul,Turkey,SAW,LTFJ
Istanbul,Turkey,IST,LTFM
Istres,France,\N,LFMI
Itaipu,Paraguay,\N,SGIB
Itaituba,Brazil,\N,SBCC
Itaituba,Brazil,ITA,SBIC
Itaituba,Brazil,ITB,SBIH
Itaperuna,Brazil,ITP,SDUN
Itapiranga,Brazil,\N,SSYT
Itbayat,Philippines,\N,RPLT
Ithaca,United States,ITH,KITH
Ittoqqortoormiit,Greenland,OBY,BGSC
Itumbiara,Brazil,ITR,SBIT
Itzehoe,Germany,\N,EDHF
Ivalo,Finland,IVL,EFIV
Ivanhoe,Australia,\N,YIVO
Ivano-Frankivsk,Ukraine,IFO,UKLI
Ivanovo,Russia,IWA,UUBI
Ivujivik,Canada,YIK,CYIK
Iwakuni,Japan,IWK,RJOI
Iwami,Japan,IWJ,RJOW
Iwojima,Japan,IWO,RJAW
Izhevsk,Russia,IJK,USII
Izhma,Russia,\N,UUYV
Izmir,Turkey,ADB,LTBJ
Izmir,Turkey,\N,LTBK
Izmir,Turkey,IGL,LTBL
Izmir,Turkey,\N,LTFA
Izmir,Turkey,\N,LTFB
Iztepec,Mexico,IZT,MMIT
Izumo,Japan,IZO,RJOC
J?kabpils,Latvia,\N,EVKA
Jabalpur,India,JLR,VAJB
Jabiru,Australia,JAB,YJAB
Jacare-acanga,Brazil,JCR,SBEK
Jacksn Hole,United States,JAC,KJAC
Jackson,United States,JAN,KJAN
Jackson,United States,MKL,KMKL
Jackson,United States,JXN,KJXN
Jackson,United States,\N,KJKL
Jacksonville,United States,LRF,KLRF
Jacksonville,United States,NIP,KNIP
Jacksonville,United States,\N,KNCA
Jacksonville,United States,JAX,KJAX
Jacksonville,United States,VQQ,KVQQ
Jacksonville,United States,CRG,KCRG
Jacksonville NC,United States,OAJ,KOAJ
Jacmel,Haiti,JAK,MTJA
Jacobsbad,Pakistan,JAG,OPJA
Jaén,Peru,JAE,SPJE
Jaffna,Sri Lanka,JAF,VCCJ
Jaguaruna,Brazil,JJG,SBJA
Jahrom,Iran,JAR,OISJ
Jaipur,India,JAI,VIJP
Jaisalmer,India,JSA,VIJR
Jakabszallas,Hungary,\N,LHJK
Jakar,Bhutan,BUT,VQBT
Jakarta,Indonesia,CGK,WIII
Jakarta,Indonesia,PCB,WIHP
Jakarta,Indonesia,HLP,WIHH
Jalalabad,Afghanistan,JAA,OAJL
Jalal-Abad,Kyrgyzstan,\N,UAFJ
Jalapa,Mexico,JAL,MMJA
Jalingo,Nigeria,\N,DNJA
Jambi,Indonesia,DJB,WIPA
Jamestown,United States,JMS,KJMS
Jamestown,United States,JHW,KJHW
Jammu,India,IXJ,VIJU
Jamnagar,India,JGA,VAJM
Jamshedpur,India,IXW,VEJS
Jan Mayen,Norway,\N,ENJA
Janakpur,Nepal,JKR,VNJP
Janauba,Brazil,\N,SNAP
Janesville,United States,JVL,KJVL
Jaqué,Panama,JQE,MPJE
JARU,Brazil,\N,SIDG
Jask,Iran,JSK,OIZJ
Jasper,United States,\N,KJZP
Jasper,United States,JAS,KJAS
Jasper,United States,APT,KAPT
Jastarnia,Poland,\N,EPJA
Jauja,Peru,JAU,SPJJ
Jayapura,Indonesia,DJJ,WAJJ
Jebel Dhana,United Arab Emirates,\N,OMAJ
Jeddah,Saudi Arabia,\N,OEJF
Jeddah,Saudi Arabia,JED,OEJN
Jefferson City,United States,JEF,KJEF
Jelenia Gora,Poland,\N,EPJG
Jena,Germany,\N,EDBJ
Jenpeg,Canada,ZJG,CZJG
Jeremie,Haiti,JEE,MTJE
Jerez,Spain,XRY,LEJR
Jersey,Jersey,JER,EGJJ
Jerusalem,West Bank,\N,OJJR
Jessore,Bangladesh,JSR,VGJR
Jesup,United States,\N,KJES
Jever,Germany,\N,ETNJ
Jeypore,India,PYB,VEJP
Jhansi,India,\N,VIJN
Jharsuguda,India,\N,VEJH
Jhunju,South Korea,CHN,RKJU
Jiagedaqi District,China,JGD,ZYJD
Jiamusi,China,JMU,ZYJM
Jian,China,JGS,ZSJA
Jiansanjiang,China,JSJ,ZYJS
Jiayuguan,China,JGN,ZLJQ
Jijel,Algeria,GJL,DAAV
Jijiga,Ethiopia,JIJ,HAJJ
Jimma,Ethiopia,JIM,HAJM
Jinan,China,TNA,ZSJN
Jinchuan,China,JIC,ZLJC
Jingdezhen,China,JDZ,ZSJD
Jinghonggasa,China,JHG,ZPJH
Jining,China,JNG,ZLJN
Jinzhou,China,JNZ,ZYJZ
Ji-Paraná,Brazil,JPR,SWJI
Jiroft,Iran,JYR,OIKJ
Jiujiang,China,JIU,ZSJJ
Jiuzhaigou,China,JZH,ZUJZ
Jiwani,Pakistan,JIW,OPJI
Jixi,China,JXA,ZYJX
Jiyanklis,Egypt,\N,HEGS
Joacaba,Brazil,JCB,SSJA
Joao Pessoa,Brazil,JPA,SBJP
Jodhpur,India,JDH,VIJO
Joenkoeping,Sweden,JKG,ESGJ
Joensuu,Finland,JOE,EFJO
Johannesburg,South Africa,GCJ,FAGC
Johannesburg,South Africa,JNB,FAOR
Johannesburg,South Africa,HLA,FALA
Johannesburg,South Africa,QRA,FAGM
Johnston Island,Johnston Atoll,JON,PJON
Johnstown,United States,JST,KJST
Johor Bahru,Malaysia,JHB,WMKJ
Joigny,France,\N,LFGK
Joinville,Brazil,JOI,SBJV
Jokkmokk,Sweden,\N,ESNJ
Joliet,United States,JOT,KJOT
Jolo,Philippines,JOL,RPMJ
Jomsom,Nepal,JMO,VNJS
Jonesboro,United States,JBR,KJBR
Joplin,United States,JLN,KJLN
Jorhat,India,JRH,VEJT
Jos,Nigeria,JOS,DNJO
Jose C. Paz,Argentina,\N,SADJ
Jose de San Martin,Argentina,JSM,SAWS
Juanjui,Peru,JJI,SPJI
Juara,Brazil,JUA,SIZX
Juazeiro Do Norte,Brazil,JDO,SBJU
Juba,South Sudan,JUB,HSSJ
Jubail,Saudi Arabia,QJB,OEJB
Juina,Brazil,JIA,SWJN
Juist,Germany,JUI,EDWJ
Juiz De Fora,Brazil,JDF,SBJF
Juiz de Fora,Brazil,IZA,SDZY
Jujuy,Argentina,JUJ,SASJ
Julia Creek,Australia,JCK,YJLC
Juliaca,Peru,JUL,SPJL
Jumla,Nepal,JUM,VNJL
Junction,United States,JCT,KJCT
Jundiai,Brazil,\N,SBJD
Juneau,United States,JNU,PAJN
Junin,Argentina,JNI,SAAJ
Juruena,Brazil,JRN,SWJU
Jwaneng,Botswana,JWA,FBJW
Jyvaskyla,Finland,JYV,EFJY
K?dainiai,Lithuania,\N,EYKD
Kaadedhdhoo,Maldives,KDM,VRMT
Kabale,Uganda,\N,HUKB
Kabalebo,Suriname,\N,SMKA
Kabinda,Congo (Kinshasa),KBN,FZWT
Kabri Dehar,Ethiopia,ABK,HAKD
Kabul,Afghanistan,KBL,OAKB
Kabul,Afghanistan,OAI,OAIX
Kadanwari,Pakistan,KCF,OPKW
Kadena,Japan,DNA,RODN
Kadina,Australia,\N,YKDI
Kadugli,Sudan,KDX,HSLI
Kaduna,Nigeria,KAD,DNKA
Kaedi,Mauritania,KED,GQNK
Kagau Island,Solomon Islands,KGE,AGKG
Kagi,Papua New Guinea,KGW,AYKQ
Kagoshima,Japan,KOJ,RJFK
Kahemba,Congo (Kinshasa),\N,FZCF
Kahramanmaras,Turkey,KCM,LTCN
Kahului,United States,OGG,PHOG
Kaieteur,Guyana,KAI,PKSA
Kaikoura,New Zealand,KBZ,NZKI
Kailashahar,India,IXH,VEKR
Kaili,China,KJH,ZUKJ
Kaimana,Indonesia,KNG,WASK
Kaiser Lake Ozark,United States,AIZ,KAIZ
Kaitaia,New Zealand,KAT,NZKT
Kajaani,Finland,KAJ,EFKI
Kakamega,Kenya,GGM,HKKG
Kake,United States,\N,PAFE
Kalaleh,Iran,KLM,OINE
Kalamata,Greece,KLX,LGKL
Kalamazoo,United States,AZO,KAZO
Kalbarri,Australia,KAX,YKBR
Kalemie,Congo (Kinshasa),FMI,FZRF
Kalemyo,Myanmar,KMV,VYKL
Kalgoorlie,Australia,KGI,YPKG
Kalibo,Philippines,KLO,RPVK
Kaliningrad,Russia,KGD,UMKK
Kalispell,United States,FCA,KGPI
Kalixfors,Sweden,\N,ESUK
Kalkgurung,Australia,KFG,YKKG
Kalkmar,Sweden,KLR,ESMQ
Kalocsa/Fokt?,Hungary,\N,LHKA
Kalskag,United States,KLG,PALG
Kaltag,United States,KAL,PAKV
Kaluga,Russia,KLF,UUBC
Kalundborg,Denmark,\N,EKKL
Kalymnos,Greece,JKL,LGKY
Kamarang,Guyana,KAR,SYKM
Kamembe,Rwanda,KME,HRZA
Kamenz,Germany,\N,EDCM
Kamina Base,Congo (Kinshasa),KMN,FZSA
Kamishly,Syria,KAC,OSKL
Kamloops,Canada,YKA,CYKA
Kamloops,Canada,AMN,KAMN
Kampala,Uganda,\N,HUKJ
Kamra,Pakistan,ATG,OPMS
Kamsar,Guinea,\N,GUKR
Kamuela,United States,MUE,PHMU
Kamyshin,Russia,\N,XRWL
Kananga,Congo (Kinshasa),KGA,FZUA
Kanazawa,Japan,KMQ,RJNK
Kandahar,Afghanistan,KDH,OAKN
Kandi,Benin,KDC,DBBK
Kandla,India,IXY,VAKE
Kaneohe Bay,United States,NGF,PHNG
Kangaatsiaq,Greenland,QPW,BGKA
Kangan,Iran,KNR,OIBJ
Kangding,China,KGT,ZUKD
Kangel Danda,Nepal,\N,VNKL
Kangersuatsiaq,Greenland,\N,BGKS
Kangiqsualujjuaq,Canada,XGR,CYLU
Kangiqsujuaq,Canada,YWB,CYKG
Kangirsuk,Canada,YKG,CYAS
Kangnung,South Korea,KAG,RKNN
Kangra,India,DHM,VIGG
Kankakee,United States,IKK,KIKK
Kannur,India,CNN,VOKN
Kano,Nigeria,KAN,DNKN
Kanoya,Japan,\N,RJFY
Kanpur,India,KNU,VICX
Kanpur,India,\N,VIKA
Kansas City,United States,MCI,KMCI
Kansas City,United States,MKC,KMKC
Kant,Kyrgyzstan,\N,UAFW
Kao,Indonesia,KAZ,WAMK
Kaohsiung,Taiwan,KHH,RCKH
Kaolack,Senegal,KLC,GOOK
Kapanda,Angola,KNP,FNCP
Kapolei,United States,JRF,PHJR
Kapuskasing,Canada,YYU,CYYU
Karachi,Pakistan,KHI,OPKC
Karachi,Pakistan,\N,OPMR
Karachi,Pakistan,\N,OPSF
Karaganda,Kazakhstan,KGF,UAKK
Karaj,Iran,PYK,OIIP
Karamay,China,KRY,ZWKM
Karamea,New Zealand,\N,NZKM
Kardla,Estonia,KDL,EEKA
Kariba,Zimbabwe,KAB,FVKB
Karimunjawa,Indonesia,KWB,WARU
Karlovy Vary,Czech Republic,KLV,LKKV
Karlsborg,Sweden,\N,ESIA
Karlshoefen,Germany,\N,EDWK
Karlskoga,Sweden,KSK,ESKK
Karlsruhe,Germany,\N,EDTK
Karlsruhe/Baden-Baden,Germany,FKB,EDSB
Karlstad,Sweden,KSD,ESOK
Karluk,United States,KYK,PAKY
Karonga,Malawi,KGJ,FWKA
Karpathos,Greece,AOK,LGKP
Karratha,Australia,KTA,YPKA
Kars,Turkey,KSY,LTCF
Karumba,Australia,KRB,YKMB
Karup,Denmark,KRP,EKKA
Kasaba Bay,Zambia,ZKB,FLKY
Kasabonika,Canada,XKS,CYAQ
Kasama,Zambia,KAA,FLKS
Kasane,Botswana,BBK,FBKE
Kasese,Uganda,KSE,HUKS
Kashan,Iran,KKS,OIFK
Kashechewan,Canada,ZKE,CZKE
Kashi,China,KHG,ZWSH
Kasigluk,United States,KUK,PFKA
Kasompe,Zambia,CGJ,FLKE
Kasongo,Congo (Kinshasa),\N,FZOK
Kasos,Greece,KSJ,LGKS
Kassala,Sudan,KSL,HSKA
Kassel,Germany,KSF,EDVK
Kastamonu,Turkey,KFS,LTAL
Kasteli,Greece,\N,LGTL
Kastelorizo,Greece,KZS,LGKJ
Kastoria,Greece,KSO,LGKA
Kasungu,Malawi,KBQ,FWKG
Katherine,Australia,KTR,YPTN
Kathmandu,Nepal,KTM,VNKT
Katowice,Poland,\N,EPKM
Katowice,Poland,KTW,EPKT
Kauehi,French Polynesia,KHZ,NTKA
Kauhajoki,Finland,KHJ,EFKJ
Kauhava,Finland,KAU,EFKA
Kaukura Atoll,French Polynesia,KKR,NTGK
Kaunas,Lithuania,KUN,EYKA
Kaunas,Lithuania,\N,EYKS
Kautokeino,Norway,QKX,ENKA
Kavala,Greece,\N,LGKM
Kavala,Greece,KVA,LGKV
Kavalerovo,Russia,KVR,UHWK
Kavieng,Papua New Guinea,KVG,AYKV
Kawama,Cuba,VRO,MUKW
Kawthoung,Burma,KAW,VYKT
Kayes,Mali,KYS,GAKY
Kayser,Suriname,\N,SMKE
Kayseri,Turkey,ASR,LTAU
Kazan,Russia,KZN,UWKD
Kazan,Russia,\N,UWKG
Kazarman,Kyrgyzstan,\N,UAFZ
Kecskemet,Hungary,\N,LHKE
Kedougou,Senegal,KGG,GOTK
Keekorok,Kenya,\N,HKKE
Keene,United States,EEN,KEEN
Keetmanshoop,Namibia,KMP,FYKT
Keewaywin,Canada,KEW,CPV8
Keffallinia,Greece,EFL,LGKF
Keflavik,Iceland,KEF,BIKF
Kegaska,Canada,ZKG,CTK6
Kelowna,Canada,YLW,CYLW
Kelsey,Canada,KES,CZEE
Kelso,United States,KLS,KKLS
Kemi,Finland,KEM,EFKE
Kemijarvi,Finland,\N,EFKM
Kemorovo,Russia,KEJ,UNEE
Kempten,Germany,EMP,KEMP
Kenai,United States,ENA,PAEN
Kendall-tamiami,United States,TMB,KTMB
Kendari,Indonesia,KDI,WAWW
Kenebetsu,Japan,\N,RJCS
Kenema,Sierra Leone,KEN,GFKE
Kengtung,Burma,KET,VYKG
Kenora,Canada,YQK,CYQK
Kenora,Canada,\N,CJM9
Kenosha,United States,ENW,KENW
Kentira,Morocco,NNA,GMMY
Keokuk,United States,EOK,KEOK
Kep,Vietnam,\N,VVKP
Keperveem,Russia,\N,UHMK
Kerama,Japan,KJP,ROKR
Kerben,Kyrgyzstan,\N,UAFE
Kerch,Ukraine,KHC,UKFK
Kerema,Papua New Guinea,KMA,AYKM
Kericho,Kenya,KEY,HKKR
Kerikeri,New Zealand,KKE,NZKK
Kerinci Regency,Indonesia,KRC,WIPH
Kerkyra/corfu,Greece,CFU,LGKR
Kerman,Iran,KER,OIKK
Kerrville,United States,ERV,KERV
Kerry,Ireland,KIR,EIKY
Kerteh,Malaysia,KTE,WMKE
Keshod,India,IXK,VAKS
Ketapang,Indonesia,KTG,WIOK
Ketchikan,United States,KTN,PAKT
Key Lake,Canada,YKJ,CYKJ
Key West,United States,NQX,KNQX
Key West,United States,EYW,KEYW
Key West,United States,\N,7FA1
Khabarovsk,Russia,KHV,UHHH
Khabarovsk,Russia,\N,UHHT
Khajuraho,India,HJR,VAKJ
Khalije Fars,Iran,PGU,OIBP
Khamti,Burma,KHM,VYKI
Khanabad,Uzbekistan,KSQ,UTSL
Khandyga,Russia,KDY,UEMH
Khanty-Mansiysk,Russia,HMA,USHH
Khark Island,Iran,KHK,OIBQ
Kharkov,Ukraine,HRK,UKHH
Khartoum,Sudan,KRT,HSSS
Khasab,Oman,KHS,OOKB
Khatanga,Russia,HTG,UOHH
Kherson,Ukraine,KHE,UKOH
Khmeinitskiy,Ukraine,HMJ,UKLH
Khon Kaen,Thailand,KKC,VTUK
Khoram Dareh,Iran,\N,OIIM
Khorram Abad,Iran,KHD,OICK
Khost,Afghanistan,KHT,OAKS
Khovd,Mongolia,HVD,ZMKD
Khoy,Iran,KHY,OITK
Khudzhand,Tajikistan,LBD,UTDL
Khuzdar,Pakistan,KDD,OPKH
Khwai River,Botswana,KHW,FBKR
Kiana,United States,IAN,PAIK
Kidepo,Uganda,\N,HUKD
Kidston,Australia,\N,YKID
Kiel,Germany,KEL,EDHK
Kieta,Papua New Guinea,KZF,AYKT
Kiev,Ukraine,KBP,UKBB
Kiev,Ukraine,IEV,UKKK
Kiev,Ukraine,GML,UKKM
Kiffa,Mauritania,KFA,GQNF
Kigali,Rwanda,KGL,HRYR
Kigoma,Tanzania,TKQ,HTKA
Kihnu,Estonia,\N,EEKU
Kikai,Japan,KKX,RJKI
Kikala,Finland,\N,EFIK
Kikori,Papua New Guinea,KRI,AYKK
Kikwit,Congo (Kinshasa),KKW,FZCA
Kilaguni,Kenya,ILU,HKKL
Kili Island,Marshall Islands,KIO,Q51
Kilimanjaro,Tanzania,JRO,HTKJ
Kilimanjaro,Tanzania,\N,HTWK
Kill Devil Hills,United States,FFA,KFFA
Killeen,United States,GRK,KGRK
Kilwa Masoko,Tanzania,KIY,HTKI
Kimberley,South Africa,KIM,FAKM
Kimmirut,Canada,YLC,CYLC
Kindersley,Canada,YKY,CYKY
Kindu,Congo (Kinshasa),KND,FZOA
King Cove,United States,KVC,PAVC
King Island,Australia,KNS,YKII
King Khalid Mil.city,Saudi Arabia,KMC,OEKK
King Salmon,United States,AKN,PAKN
Kingfisher Lake,Canada,KIF,CNM5
Kingscote,Australia,KGC,YKSC
Kingston,Canada,YGK,CYGK
Kingston,Jamaica,KIN,MKJP
Kingston,Jamaica,KTP,MKTP
Kingstown,Saint Vincent and the Grenadines,SVD,TVSA
Kingsville,United States,NQI,KNQI
Kinloss,United Kingdom,FSS,EGQK
Kinmen,Taiwan,KNH,RCBS
Kinshasa,Congo (Kinshasa),FIH,FZAA
Kinshasa,Congo (Kinshasa),NLO,FZAB
Kinston,United States,ISO,KISO
